id,value
id_0,25.701606348406493
id_1,64.45569402787973
id_2,19.409341025958696
id_3,28.542627225368147
id_4,9.276561413201689
id_5,30.173648920872736
id_6,41.59811303184219
id_7,16.367231635121925
id_8,50.77202476931278
id_9,32.67173885015633
id_10,37.78100558387986
id_11,58.40166902363657
id_12,35.795926951979375
id_13,38.04836026549343
id_14,29.006595517550405
id_15,11.946054591405762
id_16,51.36272852676407
id_17,22.688727070222065
id_18,15.503148759318728
id_19,17.451046179315505
id_20,15.483939562246128
id_21,29.492906458279837
id_22,39.97322245369213
id_23,9.980079395153105
id_24,61.405079734642584
id_25,45.86536107025398
id_26,26.51787286296139
id_27,7.51157727114865
id_28,29.369456511050387
id_29,35.552395827378206
id_30,17.638375801925587
id_31,11.522469598581214
id_32,16.58629163747944
id_33,7.574827856527607
id_34,16.047865630720864
id_35,43.578409012060874
id_36,23.035086573427847
id_37,27.81692494168393
id_38,10.442438505385734
id_39,56.95920169887618
id_40,46.009262099644914
id_41,20.54798224741164
id_42,53.499421150965084
id_43,18.53334331132153
id_44,43.708130771204736
id_45,50.06414517460155
id_46,58.1926694723338
id_47,40.892923370697346
id_48,54.619680460276534
id_49,38.912122433700496
id_50,30.88269264075683
id_51,22.837469930730265
id_52,42.0480848666561
id_53,25.189198380922548
id_54,36.51459915431849
id_55,38.57861356723619
id_56,24.495492763396854
id_57,20.96535856452096
id_58,35.93626924063857
id_59,33.04318785952917
id_60,11.76368473656066
id_61,24.07752561282491
id_62,31.35835682075279
id_63,51.687761938132184
id_64,49.949498373712586
id_65,26.203506924306126
id_66,37.794507973786786
id_67,52.058864270639916
id_68,29.31056378430177
id_69,38.92391949348946
id_70,64.85061721171992
id_71,55.59302846619991
id_72,42.44545037299163
id_73,14.511038324254912
id_74,13.680598316312087
id_75,35.28425012356219
id_76,62.94726036607095
id_77,2.194121754904963
id_78,42.27141714767197
id_79,41.69688165893652
id_80,8.799091538662786
id_81,21.07294390224339
id_82,5.947828420882064
id_83,32.06439687254189
id_84,7.958511911704308
id_85,4.968280765770338
id_86,17.079309726088695
id_87,11.75510945925621
id_88,18.13823326090494
id_89,21.896845162916488
id_90,35.42576446837641
id_91,12.459781444713057
id_92,11.503439401218053
id_93,10.644034026661215
id_94,36.876193745386225
